"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"CertDIVOC.evidence.facility.address.city","CertDIVOC.evidence.facility.address.city","","Municpality
","",0,1,"","","Y","string {[]} {[]}
","Name of city, town etc.","Name of city, town etc.","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Erewhon""/>","","",,,,,"",,,,"Address.city",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.district","CertDIVOC.evidence.facility.address.district","","County
","",0,1,"","","Y","string {[]} {[]}
","District name (aka county)","District name (aka county)","District is sometimes known as county, but in some regions 'county' is used in place of city (municipality), so county name should be conveyed in city instead.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""Madison""/>","","",,,,,"",,,,"Address.district",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.state","CertDIVOC.evidence.facility.address.state","","Province
Territory","",0,1,"","","Y","string {[]} {[]}
","Sub-unit of country (abbreviations ok)","Sub-unit of a country with limited sovereignty in a federally organized country. A code may be used if codes are in common use (e.g. US 2 letter state codes).","","","","","","","","","",,,,,"",,,,"Address.state",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.postalCode","CertDIVOC.evidence.facility.address.postalCode","","Zip
","",0,1,"","","Y","string {[]} {[]}
","Postal code for area","Postal code for area","","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""9132""/>","","",,,,,"",,,,"Address.postalCode",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.country","CertDIVOC.evidence.facility.address.country","","","",0,1,"","","Y","string {[]} {[]}
","Country (e.g. can be ISO 3166 2 or 3 letter code)","Country - a nation as commonly understood or generally accepted.","ISO 3166 3 letter codes can be used in place of a human readable country name.","","","","","","","","",,,,,"",,,,"Address.country",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.period","CertDIVOC.evidence.facility.address.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when address was/is in use","Time period when address was/is in use.","","Allows addresses to be placed in historical context.","","","","","<valuePeriod xmlns=""http://hl7.org/fhir"">
  <start value=""2010-03-23""/>
  <end value=""2010-07-01""/>
</valuePeriod>","","",,,,,"",,,,"Address.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.evidence.facility.address.streetAddress","CertDIVOC.evidence.facility.address.streetAddress","","","",0,1,"","","","string {[]} {[]}
","Line 1 of the address","Line 1 of the address","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.facility.address.streetAddress",0,1,"",""
"CertDIVOC.evidence.facility.address.streetAddress2","CertDIVOC.evidence.facility.address.streetAddress2","","","",0,1,"","","","string {[]} {[]}
","Line 2 of the address","Line 2 of the address","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.facility.address.streetAddress2",0,1,"",""
"CertDIVOC.evidence.facility.address.addressRegion","CertDIVOC.evidence.facility.address.addressRegion","","","",0,1,"","","","string {[]} {[]}
","Sub-unit of country (abbreviations ok)","Sub-unit of country (abbreviations ok)","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.facility.address.addressRegion",0,1,"",""
"CertDIVOC.evidence.facility.address.addressCountry","CertDIVOC.evidence.facility.address.addressCountry","","","",0,1,"","","","string {[]} {[]}
","Country (e.g. may be ISO 3166 2 or 3 letter code)","Country (e.g. may be ISO 3166 2 or 3 letter code)","","","","","","","","","",,"preferred","","http://hl7.org/fhir/ValueSet/iso3166-1-3","",,,,"CertDIVOC.evidence.facility.address.addressCountry",0,1,"",""
"CertDIVOC.evidence.icd11Code","CertDIVOC.evidence.icd11Code","","","",0,1,"","","","string {[]} {[]}
","ICD-11 code of this vaccine type (no binding information in spec)","The specification for DIVOC does not provide any information beyond that this is an ICD-11 code, so correspondingly there is no required binding to a specific ValueSet in this logical model.","","","","","","","","","",,"preferred","","http://smart.who.int/ddcc/ValueSet/WHODDCCVaccinesCOVID19","",,,,"CertDIVOC.evidence.icd11Code",0,1,"",""
"CertDIVOC.evidence.prophylaxis","CertDIVOC.evidence.prophylaxis","","","",0,1,"","","","string {[]} {[]}
","Descriptive details of the vaccine type","Descriptive details of the vaccine type","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.prophylaxis",0,1,"",""
"CertDIVOC.evidence.testName","CertDIVOC.evidence.testName","","","",0,1,"","","","string {[]} {[]}
","Lab test results: Test name","Lab test results: Test name","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.testName",0,1,"",""
"CertDIVOC.evidence.testType","CertDIVOC.evidence.testType","","","",0,1,"","","","string {[]} {[]}
","Lab test results: Type of test, either `RT-PCR` or `Rapid Antigen Test (RAT)`","Lab test results: Type of test, either `RT-PCR` or `Rapid Antigen Test (RAT)`","","","","","","","","","",,"required","","http://smart.who.int/ddcc/ValueSet/LabTestTypeDivocValueSet","",,,,"CertDIVOC.evidence.testType",0,1,"",""
"CertDIVOC.evidence.sampleOrigin","CertDIVOC.evidence.sampleOrigin","","","",0,1,"","","","string {[]} {[]}
","Lab test results: Type of sample that was taken (e.g., `nasal swab`","Lab test results: Type of sample that was taken (e.g., `nasal swab`","","","","","","","","","",,"required","","http://smart.who.int/ddcc/ValueSet/lab-test-sample-origin-divoc","",,,,"CertDIVOC.evidence.sampleOrigin",0,1,"",""
"CertDIVOC.evidence.disease","CertDIVOC.evidence.disease","","","",0,1,"","","","string {[]} {[]}
","Lab test results: Disease or agent targeted","Lab test results: Disease or agent targeted","","","","","","","","","",,"required","","http://smart.who.int/ddcc/ValueSet/LabTestPathogenDivocValueSet","",,,,"CertDIVOC.evidence.disease",0,1,"",""
"CertDIVOC.evidence.sampleCollectionTimestamp","CertDIVOC.evidence.sampleCollectionTimestamp","","","",0,1,"","","","dateTime {[]} {[]}
","Lab test results: Sample collection date and time; complete date, with time and time zone, following ISO 8601","Lab test results: Sample collection date and time; complete date, with time and time zone, following ISO 8601","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.sampleCollectionTimestamp",0,1,"",""
"CertDIVOC.evidence.resultTimestamp","CertDIVOC.evidence.resultTimestamp","","","",0,1,"","","","dateTime {[]} {[]}
","Lab test results: Results date and time; complete date, with time and time zone, following ISO 8601","Lab test results: Results date and time; complete date, with time and time zone, following ISO 8601","","","","","","","","","",,,,,"",,,,"CertDIVOC.evidence.resultTimestamp",0,1,"",""
"CertDIVOC.evidence.result","CertDIVOC.evidence.result","","","",0,1,"","","","string {[]} {[]}
","Lab test results: result of test","Lab test results: result of test","","","","","","","","","",,"required","","http://smart.who.int/ddcc/ValueSet/LabTestQualitativeResultDivocValueSet","",,,,"CertDIVOC.evidence.result",0,1,"",""
"CertDIVOC.proof","CertDIVOC.proof","","","",1,*,"","","","BackboneElement {[]} {[]}
","Proof","One or more cryptographic proofs that can be used to detect tampering and verify the authorship of a credential or presentation","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"CertDIVOC.proof.id","CertDIVOC.proof.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"CertDIVOC.proof.extension","CertDIVOC.proof.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CertDIVOC.proof.modifierExtension","CertDIVOC.proof.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"CertDIVOC.proof.type","CertDIVOC.proof.type","","","",0,1,"","","","string {[]} {[]}
","Type of proof","Type of proof","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof.type",0,1,"",""
"CertDIVOC.proof.created","CertDIVOC.proof.created","","","",0,1,"","","","dateTime {[]} {[]}
","Signature date and time","Signature date and time","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof.created",0,1,"",""
"CertDIVOC.proof.verificationMethod","CertDIVOC.proof.verificationMethod","","","",1,1,"","","","string {[]} {[]}
","Resolvable issuer identifier","Resolvable issuer identifier","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof.verificationMethod",1,1,"",""
"CertDIVOC.proof.proofPurpose","CertDIVOC.proof.proofPurpose","","","",0,1,"","","","string {[]} {[]}
","Purpose of the signature","Clearly expresses the purpose for the proof and ensures this information is protected by the signature","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof.proofPurpose",0,1,"",""
"CertDIVOC.proof.jws","CertDIVOC.proof.jws","","","",1,1,"","","","string {[]} {[]}
","Signature","Signature","","","","","","","","","",,,,,"",,,,"CertDIVOC.proof.jws",1,1,"",""
